회사명,corp_eng_name,종목코드,is_defaulted
마이크로디지탈,"Micro Digital Co., Ltd.",305090,0
마이크로닉스,MICRONIX CO,001190,0
마이스코,mysco,088700,0
마음AI,"MAUM.AI, INC.",377480,0
마스턴프리미어리츠,"MASTERN PREMIER REIT 1 Co., Ltd.",357430,0
마니커에프앤지,Maniker F&G,195500,0
마니커,"MANIKER CO.,LTD.",027740,0
마녀공장,"Manyo Factory  Co., Ltd",439090,0
링크제니시스,"Linkgenesis Co., Ltd.",219420,0
링크드,Linked Inc.,193250,0
링세오코리아,LYNXEO KOREA LTD,003050,0
링네트,"RingNet Co., Ltd.",042500,0
린드먼아시아,Lindeman Asia Investment Corporation,277070,0
리파인,"REFINE Co., Ltd.",377450,0
리튬포어스,Lithium-for-earth Inc ,073570,0
리얼티코리아제1호기업구조조정부동산투자,"REALTY KOREA CR REIT CO.,LTD",072450,0
리메드,"REMED CO.,LTD.",302550,0
리드코프,"The LEADCORP, Inc.",012700,0
리드,LEED Corporation,197210,0
리더컴,"LEADER COMM.Co.,Ltd",056140,0
리더스코스메틱,"LEADERS COSMETICS CO., LTD.",016100,0
리노공업,LEENO Industrial Inc,058470,0
리가켐바이오,LigaChem Biosciences Inc.,141080,0
룩소네이트,"Bluemum Co., Ltd.",033880,0
루트로닉,Lutronic Corporation,085370,0
루트락,"RootLoc Co., Ltd.",253610,0
루켄테크놀러지스,"LUKEN Technologies Co., Ltd.",162120,0
루미르,Lumir Inc.,474170,0
루멘스,"LUMENS CO., LTD.",038060,0
루닛,Lunit Inc.,328130,0
롯데하이마트,"LOTTE Himart Co.,Ltd",071840,0
롯데푸드,"LOTTE FOOD CO.,LTD.",002270,0
롯데케미칼,LOTTE CHEMICAL CORPORATION,011170,0
롯데칠성음료,"LOTTE CHILSUNG BEVERAGE CO.,LTD",005300,0
롯데지주,Lotte Corporation,004990,0
롯데정밀화학,"LOTTE Fine Chemical Co., Ltd.",004000,0
롯데이노베이트,"LOTTE INNOVATE Co.,Ltd",286940,0
롯데웰푸드,"LOTTE WELLFOOD CO.,LTD",280360,0
롯데에너지머티리얼즈,LOTTE ENERGY MATERIALS CORPORATION,020150,0
롯데쇼핑,"LOTTE SHOPPING CO.,LTD.",023530,0
롯데손해보험,"Lotte Non-Life Insurance Co., Ltd.",000400,0
롯데미도파,"LOTTE MIDOPA CO.,LTD",004010,0
롯데리츠,"LOTTE REIT Co., Ltd.",330590,0
롯데렌탈,"LOTTE rental co., ltd.",089860,0
롯데관광개발,"LOTTE TOUR DEVELOPMENT CO.,LTD",032350,0
로킷헬스케어,ROKIT HEALTHCARE Inc.,376900,0
로케트전기,"ROCKET ELECTRIC CO.,LTD",000420,0
로체시스템즈,RORZE SYSTEMS CORPORATION,071280,0
로지시스,LOGISYS INC.,067730,0
로지스몬,"Logis Mon, Inc.",223220,0
로아앤코,"Loa & Co Co., Ltd.",214310,0
로스웰,"ROTHWELL INTERNATIONAL CO., LIMITED",900260,0
로보티즈,ROBOTIS,108490,0
로보쓰리에이아이,"Robo3 Ai co.,Ltd",238500,0
로보스타,"Robostar Co.,Ltd.",090360,0
로보로보,"RoboRobo Co., Ltd.",215100,0
렉스엘이앤지,"REX-L ENG CO., LTD.",004790,0
레인보우로보틱스,Rainbow Robotics,277810,0
레이크머티리얼즈,"Lake Materials Co., Ltd.",281740,0
레이저옵텍,"Laseroptek Co., Ltd.",199550,0
레이저쎌,Laserssel Co. Ltd.,412350,0
레이언스,"RAYENCE CO.,LTD.",228850,0
레이더스컴퍼니,"Raiders Company Co., Ltd.",047420,0
레이,"Ray Co., Ltd.",228670,0
레뷰코퍼레이션,RevuCorporation Inc,443250,0
레몬,LEMON COMPANY LIMITED,294140,0
레드캡투어,"RedcapTour Co., Ltd.",038390,0
레드로버,"REDROVER CO.,LTD",060300,0
럭슬,"LUXL CO., LTD.",033600,0
럭스피아,"Luxpia Co., Ltd.",092590,0
러셀,"RUSSELL CO., LTD.",217500,0
랩지노믹스,"LabGenomics. Co., Ltd.",084650,0
램테크놀러지,"RAM TECHNOLOGY CO., LTD.",171010,0
락앤락,"LOCK&LOCK CO.,LTD.",115390,0
라피치,"RAPEECH Co.,Ltd",403360,0
라파스,"Raphas Co., Ltd.",214260,0
라임,"LIME Co.,Ltd.",065160,0
라이프사이언스테크놀로지,Life Science Technology Inc.,285770,0
라이콤,"LiComm Co., Ltd.",388790,0
라이온켐텍,"LION CHEMTECH CO., Ltd.",171120,0
라온피플,LaonPeople Inc.,300120,0
라온텍,RAONTECH INC.,418420,0
라온테크,RAONTEC Inc.,232680,0
라온시큐어,"RaonSecure Co., Ltd.",042510,0
라메디텍,"LAMEDITECH Co., Ltd.",462510,0
라닉스,RANIX INC.,317120,0
딥마인드,"DeepMind Platform Co., Ltd.",223310,0
딥노이드,DEEPNOID Inc.,315640,0
딜리,"DILLI ILLUSTRATE INC.,",131180,0
디피코,"DPECO CO.,LTD.",163430,0
디피앤케이,"Design Power & Korea Co., Ltd.",189700,0
디패션,"De Passion co.,ltd.",030420,0
디티앤씨알오,"DT&CRO CO., Ltd.",383930,0
디티앤씨,"Dt&C Co., Ltd.",187220,0
디티씨,"DTC Co., Ltd.",066670,0
디케이티,"DK TECH CO.,LTD",290550,0
디케이앤디,"DK&D CO.,LTD",263020,0
디케이씨,"DKC Co., Ltd.",047440,0
디케이락,DK-Lok Corporation,105740,0
디지틀조선,DigitalChosun,033130,0
디지텍시스템스,"DIGITECHsystemsCo.,Ltd.",091690,0
디지털대성,"Digital Daesung Co., Ltd.",068930,0
디지캡,"DigiCAP Co., Ltd.",197140,0
디지아이,Digital Graphics Incorporation,043360,0
디젠스,"Dgenx Co., Ltd.",113810,0
디이엔티,"DE&TCo.,Ltd.",079810,0
디이시스,DEESYS CO. LTD.,053200,0
디와이홀딩스,"DYHOLDINGS Co., Ltd.",004510,0
디와이피엔에프,"DYPNF CO.,LTD",104460,0
디와이파워,DY POWER Corporation,210540,0
디와이엘엔제이,"DYLNJ Co., Ltd",207230,0
디와이씨,"DYC CO.,LTD.",310870,0
디와이디,"DYD Co.,LTD.",219550,0
디와이덕양,"DY DEOKYANG Co.,Ltd.",024900,0
디와이,DY Corporation,013570,0
디오,DIO Corporation,039840,0
디엘건설,"DL Construction Co., LTD.",001880,0
디엔에프,"DNFCo.,Ltd.",092070,0
디에이피,"DAP Co., Ltd",066900,0
디에이테크놀로지,"DA Technology Co.,Ltd.",196490,0
디에이치패션,D.H FASHION CORP.,045260,0
디에이치엑스컴퍼니,"DHX Company Co., Ltd.",031860,0
디에스피이엔티,"DSP Ent Co., Ltd.",016040,0
디에스티,"DST Co., Ltd.",033430,0
디에스케이,"DSK Co.,Ltd.",109740,0
디에스앤엘,"DSNL Co., Ltd.",141020,0
디에스,"DS CO., LTD",051710,0
디어유,"DEAR U Co.,Ltd.",376300,0
디앤씨미디어,"D&C MEDIA CO.,LTD.",263720,0
디앤샵,"d&shop Co., Ltd.",090090,0
디앤디플랫폼리츠,"D&D Platform REIT Co., Ltd.",377190,0
디앤디파마텍,D&D Pharmatech Inc.,347850,0
디알텍,DRTECH Corporation,214680,0
디알젬,DRGEM CORPORATION,263690,0
디아이티,DIT Corp.,110990,0
디아이씨,DAE-IL Corporation,092200,0
디아이디,D.IDCorporation,074130,0
디아이동일,DI DONG IL CORPORATION,001530,0
디아이,DI CORPORATION,003160,0
디씨엠,DCM CORP,024090,0
디비엘,"DBL Co., Ltd.",041500,0
디비금융제9호기업인수목적,"DB Finance No.9 Special Purpose Acquisition Co., Ltd.",367360,0
디비금융제8호기업인수목적,"DB Finance No.8 Special Purpose Acquisition Co., Ltd.",367340,0
디비금융제13호스팩,"DB Finance No.13 Special Purpose Acquisition Co., Ltd.",489730,0
디비금융제11호기업인수목적,"DB Finance No.11 Special Purpose Acquisition Co., Ltd.",456440,0
디비금융제10호기업인수목적,"DB Finance No.10 Special Purpose Acquisition Co., Ltd.",404950,0
디비금융스팩12호,"DB Finance No.12 Special Purpose Acquisition Co., Ltd.",477760,0
디보스,DIBOSS CORPORATION,080140,0
디바이스,"DEVICE CO.,Ltd",187870,0
디모아,"DMOA Co., Ltd",016670,0
드림티엔터테인먼트,"Dream T Entertainment Co., Ltd.",220110,0
드림텍,"DREAMTECH CO.,LTD.",192650,0
드림인사이트,"DREAMINSIGHT Co., Ltd.",362990,0
드림어스컴퍼니,Dreamus Company,060570,0
드림씨아이에스,DreamCIS INC.,223250,0
드림시큐리티,"Dream Security Co.,Ltd.",203650,0
드림라인,Dreamline Corporation,035430,0
드래곤플라이,"Dragonfly GF Co., Ltd.",030350,0
듀켐바이오,"DuChemBio Co, LTD",176750,0
듀오백,"DUOBACK CO., LTD.",073190,0
두함지개발,"Seojoo Industrial Development Co.,Ltd.",016140,0
두올,DUAL,016740,0
두산퓨얼셀,"Doosan Fuel Cell Co., Ltd.",336260,0
두산테스나,DOOSAN TESNA Inc.,131970,0
두산에너빌리티,"DOOSAN ENERBILITY CO., LTD.",034020,0
두산밥캣,Doosan Bobcat Inc.,241560,0
두산로보틱스,Doosan Robotics Inc.,454910,0
두산건설, ,002950,0
두산건설,"Doosan Engineering & Construction Co.,Ltd.",011160,0
두산,"DOOSAN CO.,LTD",000150,0
두림티앤씨,"DOORIM T&C CO., LTD.",033330,0
동화약품,"DONGWHA PHARM.CO.,LTD",000020,0
동화기업,"DONGWHA ENTERPRISE CO.,LTD.",025900,0
동진쎄미켐,"DONGJIN SEMICHEM CO., LTD.",005290,0
동일제강,"DONG IL STEEL MFG CO., LTD",002690,0
동일스틸럭스,"DONGIL STEELUX CO., LTD.",023790,0
동일산업,"DONGIL INDUSTRIES CO.,LTD",004890,0
동일기연,DongilTechnology,032960,0
동일금속,"DONGIL METAL CO., LTD.",109860,0
동일고무벨트,"DRB Industrial Co.,Ltd",163560,0
동인기연,"DONG IN ENTECH Co., Ltd.",111380,0
동원증권,Dongwon Securities,005890,0
동원시스템즈,Dongwon Systems Corporation,014820,0
동원수산,"DONGWON FISHERIES CO.,LTD",030720,0
동원산업,"DONGWON INDUSTRIES CO.,LTD",006040,0
동원데어리푸드,DONGWON DAIRY FOODS,003900,0
동원금속,"DONGWON METAL CO.,LTD",018500,0
동원개발,DongwonDevelopment,013120,0
동원F&B,"DONGWON F & B CO.,LTD",049770,0
동운아나텍,"DONGWOON ANATECH CO.,LTD.",094170,0
동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",088910,0
동양파일,TONGYANG PILE Inc.,228340,0
동양텔레콤,"DONGYANG TELECOM CO., LTD",007150,0
동양철관,"DONGYANG STEEL PIPE CO.,LTD",008970,0
동양이엔피,DONGYANG E&P INC.,079960,0
동양에스텍,"Dongyang S·TEC Co., Ltd.",060380,0
동양생명,"TONGYANG LIFE INSURANCE CO.,LTD.",082640,0
동양밸류오션기업인수목적,Tongyang Value Ocean Special Purpose Acquisition Company,122290,0
동양매직,"TONG YANG MAGIC CO., LTD",023020,0
동양고속,DONGYANG EXPRESS CORP.,084670,0
동양건설산업,DONGYANG ENGINEERING @ CONSTRUCT CORP.,005900,0
동양,TONGYANG Inc,001520,0
동아화성,"DONG-A HWA SUNG CO.,LTD",041930,0
동아타이어공업,"DONG AH TIRE & RUBBER CO.,LTD",282690,0
동아지질,Dong-Ah Geological Engineering Company LTD.,028100,0
동아엘텍,"DONGAELTEKCo.,Ltd",088130,0
동아에스티,"DONG-A ST CO.,LTD",170900,0
동아쏘시오홀딩스,"Dong-A Socio Holdings Co.,Ltd",000640,0
동신제약,"DONGSHIN PHARMACEUTICAL CO.,LTD",006600,0
동신건설,DongshinEngineering&Construction,025950,0
동성화학,"DONGSUNG CHEMICAL CO.,LTD",005190,0
동성화인텍,"DONGSUNG FINETEC CO., Ltd",033500,0
동성하이켐,"DONGSUNG HIGHCHEM CO., LTD",013450,0
동성케미컬,"DONGSUNG CHEMICAL Co., Ltd.",102260,0
동성제약,"DONGSUNG PHARMACEUTICAL CO.,LTD",002210,0
동서정보기술,"Dong Seo Information Technology Co., Ltd.",055000,0
동서,DONG SUH COMPANIES INC.,026960,0
동산진흥,DongsanDevelopment,031960,0
동북아9호선박투자회사,DONGBUKA NO.9 SHIP INVESTMENT COMPANY,083120,0
동북아8호선박투자회사,Dongbuka No.8 Ship Investment Company,082110,0
동북아6호선박투자회사,DongbukaNo.6ShipInv,080410,0
동북아5호선박투자회사,"Dongbuka No.5 Ship Investment Company Co., Ltd",080980,0
동북아4호선박투자회사,"Dongbuka No.4 Ship Investment Company Co., Ltd",080970,0
동북아3호선박투자회사,Dongbuka  No.3 Ship Investment Company Co.Ltd,080960,0
동북아31호선박투자회사,Dongbuka No. 31 Ship Investment Company,093730,0
동북아30호선박투자회사,Dongbuka No. 30 Ship Investment Company,089200,0
동북아2호선박투자회사,DongbukaNo.2ShipInv,080030,0
동북아29호선박투자회사,Dongbuka No. 29 Ship Investment Company,089190,0
동북아28호선박투자회사,Dongbuka No. 28 Ship Investment Company,089180,0
동북아27호선박투자회사,Dongbuka No. 27 Ship Investment Company,089170,0
동북아21호선박투자회사,"DONGBUKA NO. 21 SHIP INVESTMENT COMPANY CO., LTD.",088010,0
동북아1호선박투자회사,DongBukaNO1ShipInvst,078420,0
동북아15호선박투자회사,Dongbuka No.15 Ship Investment Company,084240,0
동북아14호선박투자회사,DONGBUKA NO.14 SHIP INVESTMENT CO.,083390,0
동북아13호선박투자회사,DONGBUKA NO.13 SHIP INVESTMENT CO.,083380,0
동북아12호선박투자회사,DONGBUKA NO.12 SHIP INVESTMENT CO.,083370,0
동북아11호선박투자회사,DONGBUKA NO.11 SHIP INVESTMENT CO.,083360,0
동북아10호선박투자회사,DONGBUKA NO.10 SHIP INVESTMENT CO.,083350,0
동부티에스블랙펄기업인수목적,Dongbu TS Black Pearl Special Purpose Acquisition Company,128910,0
동부제4호기업인수목적,"Dongbu 4th Special Purpose Acquisition Co.,Ltd.",230490,0
동부일렉트로닉스,"DONGBUELECTRONICS CO.,LTD",001830,0
동부씨엔아이,"Dongbu CNI Co.,Ltd.",044640,0
동부건설,Dongbu Corporation,005960,0
동방아그로,DONGBANG AGRO CORP,007590,0
동방선기,"Dongbang Ship Machinery Co., Ltd",099410,0
동방메디컬,"DongBang Medical Co., Ltd.",240550,0
동방라이텍,"DONGBANG Litech CO., LTD",025690,0
동방,"DONGBANG TRANSPORT & LOGISTICS CO.,LTD",004140,0
동남합성,"DONGNAMCHEMICALCO.,LTE.",023450,0
동국홀딩스,"DONGKUK HOLDINGS CO.,LTD.",001230,0
동국제약,"DongKookPharmaceuticalCo.,Ltd.",086450,0
동국제강,"DONGKUK STEEL MILL Co., Ltd.",460860,0
동국알앤에스,"DONGKUK REFRACTORIES & STEEL CO., LTD.",075970,0
동국씨엠,"DONGKUK COATED METAL Co., Ltd.",460850,0
동국생명과학,"DongKook Life Science Co., Ltd.",303810,0
동국산업,DONGKUK INDUSTRIES COMPANY,005160,0
동국S&C,DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED,100130,0
동구바이오제약,"DongKoo Bio & Pharma Co., Ltd.",006620,0
도화엔지니어링,"DOHWA ENGINEERING Co., Ltd.",002150,0
도이치모터스,DEUTSCH MOTORS INC.,067990,0
도움,"DOMCO.,LTD.",078610,0
도부,DOBU Inc.,227420,0
도레이케미칼,Toray Chemical Korea Inc.,008000,0
덴티움,DENTIUM,145720,0
덴티스,"DENTIS CO.,LTD",261200,0
덴소코리아,DENSOKOREAAUTOMOTIVECORPORATION,047060,0
덱스터,"Dexter studios Co., Ltd.",206560,0
데코앤에프,"DECO&F CO.,LTD.",017680,0
데코,Deco,013650,0
데이터스트림즈,Data Streams Corp.,199150,0
데이타솔루션,"Datasolution, Inc.",263800,0
데이원컴퍼니,Day1 Company Inc.,373160,0
데이드림엔터테인먼트,"Daydream Entertainment Co., Ltd.",348840,0
데브시스터즈,Devsisters corporation,194480,0
덕우전자,"DERKWOO ELECTRONICS CO.,LTD.",263600,0
덕신이피씨,"DUKSHINEPC CO., LTD.",090410,0
덕성,"DCKSUNG CO.,LTD",004830,0
덕산하이메탈,"DUKSANHIMETALCO.,LTD.",077360,0
덕산테코피아,"Duksan Techopia Co., Ltd.",317330,0
덕산네오룩스,"DUK SAN NEOLUX CO.,LTD",213420,0
더테크놀로지,"The Technology Co., Ltd.",043090,0
더콘텐츠온,"The Contents On Co., Ltd.",302920,0
더코디,"THE CODI Co., LTD.",224060,0
더체인지,The ChainG Corp,054120,0
더즌,Dozn Inc.,462860,0
더존비즈온,"DOUZONE BIZON CO.,LTD",012510,0
더존디지털웨어,"Duzon Digital Ware Co.,Ltd.",045380,0
더스텔라,"De Stellar Co.,LTD",065310,0
더블유에스아이,"WSI Co., Ltd.",299170,0
더블유씨피,"W-SCOPE CHUNGJU PLANT Co., Ltd.",393890,0
더블유게임즈,"DoubleUGames Co., Ltd.",192080,0
더본코리아,"The BORN Korea Co., Ltd.",475560,0
더바이오메드,"THE BioMed Co., Ltd.",214610,0
더미동,"THE MIDONG Co,. Ltd",161570,0
더라미,"The Lamy Co., Ltd.",032860,0
더네이쳐홀딩스,"THE NATURE HOLDINGS CO., LTD",298540,0
대흥멀티미디어통신,daeheung multimedia communication corp,037250,0
대화제약,"DAE HWA PHARM CO., LTD",067080,0
대호특수강,dhSteel,021040,0
대호에이엘,"DAEHO AL Co.,Ltd.",069460,0
대호,DAEHO CORPORATION,001980,0
대현,"DAEHYUN CO.,LTD",016090,0
대한화섬,"DAEHAN SYNTHETIC FIBRER CO.,LTD",003830,0
대한해운,KOREA LINE CORPORATION,005880,0
대한항공,"KOREAN AIR LINES CO.,LTD",003490,0
대한제분,"DAEHAN FLOUR MILL CO.,LTD",001130,0
대한제당,TS CORPORATION,001790,0
대한제강,"DAEHAN STEEL CO.,LTD",084010,0
대한전선,"TAIHAN ELECTRIC WIRE CO.,LTD",001440,0
대한은박지,"DAIHAN EUNPAKGY CO.,LTD",007480,0
대한유화,"KOREA PETRO CHEMICAL IND CO.,LTD",006650,0
대한약품,DaehanPharmaceutical,023910,0
대한방직,"TAIHAN TEXTILE CO.,LTD",001070,0
대한뉴팜,"Daehan Nupharm Co.,Ltd.",054670,0
대한광통신,"TAIHAN Fiberoptics Co.,LTD",010170,0
대한과학,"DAIHAN SCIENTIFIC CO., Ltd",131220,0
대창스틸,"DaeChang Steel CO., LTD.",140520,0
대창솔루션,"DAECHANG SOLUTION CO.,LTD.",096350,0
대창단조,"DAECHANG FORGING CO.,LTD",015230,0
대창,"DAECHANG Co.,Ltd",012800,0
대진첨단소재,DAEJIN ADVANCED MATERIALS Inc.,393970,0
대주코레스,"KORES CO.,LTD",008340,0
대주전자재료,"DaejooElectronicMaterialsCo.,Ltd.",078600,0
대주이엔티,"Daejoo Energy INnovation Technology Co.,Ltd",114920,0
대주산업,Daejoo Inc.,003310,0
대정화금,"Daejung Chemicals & Metals Co., Ltd",120240,0
대유에이텍,"DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO., LTD",002880,0
대유,"DAEYU CO., LTD.",290380,0
대원화성,"DAEWON CHEMICAL CO.,LTD",024890,0
대원제약,"DAEWON PHARMACEUTICAL CO.,LTD",003220,0
대원전선,"DAWON CABLE CO.,LTD",006340,0
대원산업,Daewonsanup,005710,0
대원미디어,"DAEWON MEDIA CO.,LTD.",048910,0
대원모방,"DAEWON WOOL TEXTILE Co., Ltd.",311840,0
대원강업,"DAEWONKANGUP CO.,LTD",000430,0
대원,"DAEWON CO., LTD.",007680,0
대웅제약,DAEWOONG PHARMA,069620,0
대웅바이오,Daewoong Bio Inc.,016890,0
대웅,"DAEWOONG CO.,LTD",003090,0
대우증권그린코리아기업인수목적회사,Daewoo Securities Green Korea Special Purpose Acquisition Company,121910,0
대우송도개발,"DAEWOO SONGDO DEVELOPMENT Co.,Ltd.",004550,0
대우기업인수목적3호,"DAEWOO SPECIAL PURPOSE ACQUISITION 3 CO., LTD.",215580,0
대우기업인수목적2호,"DAEWOO SPECIAL PURPOSE ACQUISITION 2 CO., LTD.",204440,0
대우건설,"DAEWOO ENGINEERING & CONSTRUCTION CO.,LTD",047040,0
대영포장,"DAEYOUNG PACKAGING CO.,LTD",014160,0
대양제지공업,DaeyangPaperMfg,006580,0
대양전기공업,"DAEYANG ELECTRIC CO.,LTD",108380,0
대양금속,"DAIYANG METAL CO.,LTD",009190,0
대양글로벌,Daeyang Global Inc.,040180,0
대아티아이,"DAEA TI CO., LTD.",045390,0
대아리드선,"DAEA LEAD WIRE CO.,LTD",009940,0
대아건설,DaeaConstruction,000380,0
대신증권그로쓰알파기업인수목적,DAISHIN SECURITIES GROWTH ALPHA SPAC,123550,0
대신증권,"DAISHIN SECURITIES CO.,LTD",003540,0
대신정보통신,DaishinInformation,020180,0
대신밸런스제4호기업인수목적,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",262830,0
대신밸런스제19호스팩,Daishin Balance No.19 Special Purpose Acquisition Company,482690,0
대신밸런스제18호스팩,Daishin Balance No.18 Special Purpose Acquisition Company,478780,0
대신밸런스제17호스팩,Daishin Balance No.17 Special Purpose Acquisition Company,471050,0
대신밸런스제16호스팩,Daishin Balance No.16 Special Purpose Acquisition Company,457630,0
대신밸런스제15호기업인수목적,Daishin Balance No.15 Special Purpose Acquisition Company,457390,0
대신밸런스제14호스팩,Daishin Balance No.14 Special Purpose Acquisition Company,442310,0
대신밸런스제13호기업인수목적,Daishin Balance No.13 Special Purpose Acqusition Company,438220,0
대신밸런스제12호기업인수목적,Daishin Balance No.12 Special Purpose Acquisition Company,426670,0
대신밸런스제11호기업인수목적,Daishin Balance No.11 Special Purpose Acquisition Company,397500,0
대신밸런스제10호기업인수목적,Daishin Balance No.10 Special Purpose Acquisition Company,387310,0
대성홀딩스,"DAESUNG HOLDINGS CO., LTD.",016710,0
대성합동지주,"DAESUNG GROUP PARTNERS CO.,LTD.",005620,0
대성하이텍,"Daesung Hi-Tech Co., Ltd.",129920,0
대성파인텍,"Daesung Fine Tech. Co., Ltd",104040,0
대성창투,"Daesung Private Equity, Inc.",027830,0
대성에너지,"DAESUNG ENERGY CO.,LTD",117580,0
대성산업,"DAESUNG INDUSTRIAL CO., LTD.",128820,0
대성미생물,Daesung Microbiological Labs. Co. Ltd,036480,0
대선조선,DaesunSipbuilding&Engineering,031990,0
대상홀딩스,"DAESANG HOLDINGS CO., LTD",084690,0
대상,DAESANG CORPORATION,001680,0
대산F&B,Daesan F&B Inc.,065150,0
대봉엘에스,"Daebonglsco.,Ltd",078140,0
대보마그네틱,"DAEBO MAGNETIC CO.,LTD.",290670,0
대백저축은행,DEBEC SAVINGS BANK.,026970,0
대백쇼핑,Debec Shopping,027700,0
대모,"DAEMO Engineering Co., Ltd.",317850,0
대명에너지,Dae Myoung Energy Co. Ltd.,389260,0
대림통상,"DAELIM TRADING CO.,LTD",006570,0
대림제지,DaelimPaper,017650,0
대림바스,"DAELIM BATH CO.,LTD.",005750,0
대륙제관,DaeryukCan,004780,0
대동전자,"DAIDONG ELECTRONICS.,LTD",008110,0
대동스틸,"DAE DONG STEEL CO., LTD.",048470,0
대동기어,DaedongGear,008830,0
대동금속,DaedongMetal,020400,0
대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",178600,0
대동,DAEDONG CORPORATION,000490,0
대덕전자,"DAEDUCK ELECTRONICS CO.,LTD",353200,0
대덕GDS,"DAEDUCK GDS CO.,LTD",004130,0
대덕,"DAEDUCK Co.,LTD",008060,0
대국,Daekuk Corporation,042340,0
대구백화점,"Daegu Department Store Co., Ltd",006370,0
대교,"DAEKYO CO.,LTD",019680,0
닷밀,dotmill Inc.,464580,0
달바글로벌,"d'Alba Global Co., Ltd.",483650,0
다휘,"DAHUI Co., Ltd.",055250,0
다함이텍,"DAHAAM e-TEC CO., LTD",009280,0
다이오진,"DIOGENE CO., LTD",271850,0
다이노나,DiNonA Inc.,086080,0
다이나믹디자인,"Dynamic Design Co., LTD.",145210,0
다원시스,"DAWONSYS CO., LTD",068240,0
다원넥스뷰,"DAWON NEXVIEW CO.,LTD.",323350,0
다우데이타,DAOU DATA CORP.,032190,0
다우기술,DAOU TECHNOLOGY INC,023590,0
다올투자증권,"Daol Investment & Securities Co., Ltd.",030210,0
다스코,"Development  Advance Solution Co., Ltd.",058730,0
다산자기관리부동산투자회사,DASAN REIT,105380,0
다산솔루에타,"Dasan Solueta Co.,Ltd.",154040,0
다산네트웍스,"DASAN Networks, Inc.",039560,0
다보링크,DAVOLINK Inc.,340360,0
다린,"DARIN CO.,LTD.",204690,0
다날,"DANAL CO., LTD.",064260,0
닉스테크,"NICSTECH CO., LTD",063840,0
뉴프렉스,"NEWFLEXTECHNOLGYCo.,LTD.",085670,0
뉴파워프라즈마,"New Power Plasma Co.,Ltd",144960,0
뉴트리,"Newtree Co., Ltd.",270870,0
뉴젠아이씨티,"NEWGEN ICT CO., LTD",054150,0
뉴젠비아이티,NewGen BIT CORPORATION.,054650,0
뉴인텍,"NUIN TEK CO., LTD",012340,0
뉴온,"NUON CO., LTD.",123840,0
뉴아세아,"NEW ASIA CO.,LTD.",013340,0
뉴보텍,"NUVOTEC Co., Ltd",060260,0
뉴로메카,"Neuromeka Co., Ltd.",348340,0
누보,"NOUSBO CO., LTD",332290,0
누리플렉스,"NuriFlex Co.,Ltd.",040160,0
누리플랜,"Nuriplan Co.,Ltd.",069140,0
농우바이오,"NH NONGWOOBIO CO., LTD.",054050,0
농심홀딩스,Nongshim Holdings,072710,0
농심,"NONGSHIM CO.,LTD",004370,0
녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",065560,0
녹십자홀딩스,Green Cross Holdings,005250,0
녹십자웰빙,GREEN CROSS WellBeing Corporation,234690,0
녹십자엠에스,Green Cross Medical Science Corporation,142280,0
녹십자셀,GREEN CROSS CELL CORPORATION,031390,0
녹십자,Green Cross Corporation,006280,0
노을,"Noul Co., Ltd.",376930,0
노블엠앤비,"Noble M&B Co., Ltd.",106520,0
노브메타파마,"NovMetaPharma Co., Ltd.",229500,0
노브랜드,Nobland International Inc.,145170,0
노보믹스,"Novomics Co., Ltd.",283100,0
노바텍,"NOVATECH Co., Ltd.",285490,0
노바렉스,"NOVAREX Co., Ltd.",194700,0
노머스,Knowmerce Corp.,473980,0
노루홀딩스,"NOROO HOLDINGS CO., LTD",000320,0
노루페인트,"NOROO PAINT & COATINGS Co.,LTD",090350,0
노랑풍선,"Yellow Balloon Tour Co., Ltd.",104620,0
노드메이슨,"Nordmason Co.,LTD",317860,0
넷컴스토리지,NETCOM STORAGE,037010,0
넷마블,Netmarble Corporation,251270,0
넵튠,Neptune Company,217270,0
넥써쓰,"NEXUS Co., Ltd.",205500,0
넥슨지티,"Nexon GT Co., Ltd.",041140,0
넥슨게임즈,"NEXON Games Co., Ltd.",225570,0
넥스피안,NEXPIAN,079560,0
넥스틸,"NEXTEEL CO.,LTD.",092790,0
넥스틴,NEXTIN Inc.,348210,0
넥스트칩,"Nextchip Co., Ltd.",396270,0
넥스트아이,"NextEye Co., Ltd.",137940,0
넥스트바이오메디컬,"NEXTBIOMEDICAL Co., Ltd.",389650,0
넥스텔,NEXTEL INCORPORATED.,037220,0
넥스턴바이오,"NEXTURNBIOSCIENCE Co., LTD",089140,0
넥스콘테크놀러지,"NEXCON TECHNOLOGY Co., LTD",038990,0
넥스쳐,NEXTURE Corporation,194510,0
넥솔론,Nexolon Company Limited.,110570,0
넥센타이어,NEXEN TIRE CORPORATION,002350,0
넥센,NEXEN CORPORATION,005720,0
넥사다이내믹스,"Nexa Dynamics Co., Ltd.",351320,0
네프로아이티,"NEPRO IT CO., LTD.",950030,0
네패스아크,Nepes Ark Corporation,330860,0
네패스,NEPES Corporation,033640,0
